"cor","freq"
0.0568,77
0.0569,73
0.057,67
0.0571,75
0.0572,71
0.0573,67
0.0574,74
0.0575,84
0.0576,69
0.0577,82
0.0578,60
0.0579,87
0.058,77
0.0581,98
0.0582,72
0.0583,63
0.0584,99
0.0585,76
0.0586,97
0.0587,86
0.0588,81
0.0589,82
0.059,81
0.0591,78
0.0592,92
0.0593,119
0.0594,102
0.0595,96
0.0596,92
0.0597,123
0.0598,97
0.0599,98
0.06,101
0.0601,89
0.0602,88
0.0603,102
0.0604,113
0.0605,88
0.0606,110
0.0607,111
0.0608,112
0.0609,103
0.061,138
0.0611,112
0.0612,144
0.0613,119
0.0614,102
0.0615,135
0.0616,130
0.0617,129
0.0618,119
0.0619,129
0.062,129
0.0621,142
0.0622,136
0.0623,121
0.0624,135
0.0625,134
0.0626,138
0.0627,142
0.0628,142
0.0629,182
0.063,147
0.0631,146
0.0632,164
0.0633,148
0.0634,129
0.0635,160
0.0636,152
0.0637,136
0.0638,167
0.0639,154
0.064,162
0.0641,178
0.0642,188
0.0643,196
0.0644,168
0.0645,186
0.0646,183
0.0647,200
0.0648,190
0.0649,189
0.065,201
0.0651,206
0.0652,199
0.0653,212
0.0654,200
0.0655,210
0.0656,202
0.0657,248
0.0658,218
0.0659,244
0.066,227
0.0661,215
0.0662,217
0.0663,235
0.0664,233
0.0665,227
0.0666,254
0.0667,239
0.0668,243
0.0669,230
0.067,263
0.0671,252
0.0672,287
0.0673,287
0.0674,276
0.0675,266
0.0676,267
0.0677,310
0.0678,289
0.0679,313
0.068,278
0.0681,290
0.0682,294
0.0683,317
0.0684,306
0.0685,321
0.0686,298
0.0687,308
0.0688,280
0.0689,328
0.069,329
0.0691,334
0.0692,349
0.0693,346
0.0694,340
0.0695,353
0.0696,356
0.0697,351
0.0698,374
0.0699,386
0.07,384
0.0701,368
0.0702,334
0.0703,386
0.0704,405
0.0705,376
0.0706,359
0.0707,424
0.0708,378
0.0709,447
0.071,423
0.0711,409
0.0712,429
0.0713,457
0.0714,444
0.0715,458
0.0716,457
0.0717,461
0.0718,482
0.0719,442
0.072,513
0.0721,484
0.0722,475
0.0723,472
0.0724,493
0.0725,527
0.0726,498
0.0727,518
0.0728,495
0.0729,530
0.073,514
0.0731,521
0.0732,527
0.0733,534
0.0734,578
0.0735,530
0.0736,564
0.0737,583
0.0738,629
0.0739,635
0.074,582
0.0741,585
0.0742,614
0.0743,600
0.0744,642
0.0745,587
0.0746,675
0.0747,648
0.0748,679
0.0749,708
0.075,661
0.0751,647
0.0752,651
0.0753,646
0.0754,714
0.0755,713
0.0756,741
0.0757,777
0.0758,737
0.0759,739
0.076,786
0.0761,751
0.0762,796
0.0763,757
0.0764,848
0.0765,807
0.0766,810
0.0767,800
0.0768,779
0.0769,850
0.077,823
0.0771,818
0.0772,828
0.0773,815
0.0774,862
0.0775,898
0.0776,848
0.0777,941
0.0778,884
0.0779,889
0.078,914
0.0781,856
0.0782,893
0.0783,948
0.0784,963
0.0785,910
0.0786,1004
0.0787,977
0.0788,1001
0.0789,1012
0.079,950
0.0791,1040
0.0792,1055
0.0793,1002
0.0794,974
0.0795,1044
0.0796,1024
0.0797,976
0.0798,1102
0.0799,1040
0.08,1148
0.0801,1101
0.0802,1138
0.0803,1166
0.0804,1134
0.0805,1148
0.0806,1125
0.0807,1113
0.0808,1177
0.0809,1199
0.081,1159
0.0811,1249
0.0812,1215
0.0813,1190
0.0814,1225
0.0815,1327
0.0816,1268
0.0817,1264
0.0818,1326
0.0819,1226
0.082,1283
0.0821,1275
0.0822,1247
0.0823,1423
0.0824,1317
0.0825,1378
0.0826,1390
0.0827,1434
0.0828,1347
0.0829,1344
0.083,1423
0.0831,1473
0.0832,1443
0.0833,1457
0.0834,1452
0.0835,1495
0.0836,1438
0.0837,1441
0.0838,1500
0.0839,1452
0.084,1530
0.0841,1543
0.0842,1541
0.0843,1569
0.0844,1531
0.0845,1582
0.0846,1571
0.0847,1709
0.0848,1645
0.0849,1618
0.085,1650
0.0851,1698
0.0852,1756
0.0853,1609
0.0854,1682
0.0855,1641
0.0856,1737
0.0857,1727
0.0858,1789
0.0859,1755
0.086,1708
0.0861,1726
0.0862,1784
0.0863,1820
0.0864,1849
0.0865,1869
0.0866,1911
0.0867,1904
0.0868,1903
0.0869,1930
0.087,1885
0.0871,2002
0.0872,1936
0.0873,2001
0.0874,1999
0.0875,2087
0.0876,1898
0.0877,1980
0.0878,2044
0.0879,2044
0.088,2077
0.0881,2031
0.0882,2102
0.0883,2082
0.0884,2114
0.0885,2100
0.0886,2080
0.0887,2159
0.0888,2191
0.0889,2134
0.089,2177
0.0891,2190
0.0892,2232
0.0893,2275
0.0894,2331
0.0895,2245
0.0896,2342
0.0897,2287
0.0898,2363
0.0899,2343
0.09,2377
0.0901,2399
0.0902,2386
0.0903,2380
0.0904,2376
0.0905,2434
0.0906,2429
0.0907,2595
0.0908,2569
0.0909,2487
0.091,2459
0.0911,2524
0.0912,2593
0.0913,2504
0.0914,2580
0.0915,2667
0.0916,2616
0.0917,2608
0.0918,2634
0.0919,2658
0.092,2704
0.0921,2695
0.0922,2792
0.0923,2654
0.0924,2720
0.0925,2818
0.0926,2764
0.0927,2808
0.0928,2844
0.0929,2855
0.093,2866
0.0931,2958
0.0932,2962
0.0933,2939
0.0934,2918
0.0935,2983
0.0936,2912
0.0937,3075
0.0938,3113
0.0939,3076
0.094,3011
0.0941,3040
0.0942,3217
0.0943,3170
0.0944,3154
0.0945,3104
0.0946,3179
0.0947,3244
0.0948,3216
0.0949,3344
0.095,3237
0.0951,3322
0.0952,3373
0.0953,3392
0.0954,3462
0.0955,3342
0.0956,3474
0.0957,3411
0.0958,3347
0.0959,3364
0.096,3497
0.0961,3481
0.0962,3600
0.0963,3546
0.0964,3529
0.0965,3584
0.0966,3671
0.0967,3724
0.0968,3692
0.0969,3646
0.097,3723
0.0971,3618
0.0972,3766
0.0973,3730
0.0974,3687
0.0975,3809
0.0976,3874
0.0977,3845
0.0978,3917
0.0979,3855
0.098,4040
0.0981,4034
0.0982,3843
0.0983,3979
0.0984,4087
0.0985,4057
0.0986,4145
0.0987,4170
0.0988,4033
0.0989,4121
0.099,4127
0.0991,4216
0.0992,4111
0.0993,4147
0.0994,4255
0.0995,4278
0.0996,4286
0.0997,4274
0.0998,4359
0.0999,4467
0.1,4436
0.1001,4550
0.1002,4547
0.1003,4617
0.1004,4584
0.1005,4503
0.1006,4670
0.1007,4673
0.1008,4573
0.1009,4707
0.101,4629
0.1011,4748
0.1012,4507
0.1013,4588
0.1014,4704
0.1015,4783
0.1016,4881
0.1017,4697
0.1018,4895
0.1019,4945
0.102,4891
0.1021,4969
0.1022,4928
0.1023,4979
0.1024,5075
0.1025,5097
0.1026,5066
0.1027,5070
0.1028,5145
0.1029,5275
0.103,5205
0.1031,5149
0.1032,5138
0.1033,5260
0.1034,5276
0.1035,5370
0.1036,5345
0.1037,5372
0.1038,5443
0.1039,5415
0.104,5436
0.1041,5521
0.1042,5502
0.1043,5509
0.1044,5759
0.1045,5556
0.1046,5645
0.1047,5823
0.1048,5715
0.1049,5888
0.105,5790
0.1051,5771
0.1052,5984
0.1053,5890
0.1054,5924
0.1055,5906
0.1056,6028
0.1057,6165
0.1058,6029
0.1059,6072
0.106,5984
0.1061,6213
0.1062,6093
0.1063,6233
0.1064,6188
0.1065,6544
0.1066,6386
0.1067,6411
0.1068,6272
0.1069,6507
0.107,6425
0.1071,6639
0.1072,6496
0.1073,6648
0.1074,6695
0.1075,6751
0.1076,6871
0.1077,6672
0.1078,6785
0.1079,6691
0.108,6851
0.1081,6899
0.1082,6886
0.1083,6931
0.1084,6941
0.1085,7055
0.1086,7053
0.1087,6903
0.1088,7106
0.1089,7184
0.109,7200
0.1091,7190
0.1092,7262
0.1093,7461
0.1094,7311
0.1095,7353
0.1096,7413
0.1097,7289
0.1098,7358
0.1099,7471
0.11,7551
0.1101,7511
0.1102,7728
0.1103,7705
0.1104,7843
0.1105,7680
0.1106,7737
0.1107,7794
0.1108,7835
0.1109,7992
0.111,8018
0.1111,7925
0.1112,7959
0.1113,8057
0.1114,7849
0.1115,8120
0.1116,8285
0.1117,8237
0.1118,8309
0.1119,8271
0.112,8413
0.1121,8479
0.1122,8280
0.1123,8379
0.1124,8711
0.1125,8497
0.1126,8703
0.1127,8746
0.1128,8763
0.1129,8788
0.113,8720
0.1131,8904
0.1132,8855
0.1133,8979
0.1134,9022
0.1135,8973
0.1136,9112
0.1137,9139
0.1138,9191
0.1139,9121
0.114,9463
0.1141,9245
0.1142,9303
0.1143,9413
0.1144,9509
0.1145,9566
0.1146,9477
0.1147,9691
0.1148,9552
0.1149,9704
0.115,9762
0.1151,9749
0.1152,9783
0.1153,9860
0.1154,9987
0.1155,9769
0.1156,10050
0.1157,10024
0.1158,10412
0.1159,10116
0.116,10350
0.1161,10439
0.1162,10412
0.1163,10359
0.1164,10566
0.1165,10455
0.1166,10549
0.1167,10700
0.1168,10647
0.1169,10680
0.117,10611
0.1171,10762
0.1172,10980
0.1173,10904
0.1174,10917
0.1175,11187
0.1176,10954
0.1177,11088
0.1178,11382
0.1179,11405
0.118,11226
0.1181,11497
0.1182,11437
0.1183,11304
0.1184,11530
0.1185,11441
0.1186,11496
0.1187,11674
0.1188,11669
0.1189,11929
0.119,11838
0.1191,11623
0.1192,11970
0.1193,12175
0.1194,12195
0.1195,12187
0.1196,11972
0.1197,12415
0.1198,12296
0.1199,12452
0.12,12565
0.1201,12565
0.1202,12475
0.1203,12734
0.1204,12644
0.1205,12783
0.1206,12923
0.1207,13001
0.1208,13063
0.1209,13080
0.121,13093
0.1211,13081
0.1212,13335
0.1213,13243
0.1214,13543
0.1215,13324
0.1216,13567
0.1217,13609
0.1218,13654
0.1219,13786
0.122,13664
0.1221,13833
0.1222,13961
0.1223,14127
0.1224,14126
0.1225,14338
0.1226,14308
0.1227,14148
0.1228,14404
0.1229,14398
0.123,14333
0.1231,14027
0.1232,14311
0.1233,14752
0.1234,14842
0.1235,14868
0.1236,14864
0.1237,15211
0.1238,15138
0.1239,14908
0.124,14896
0.1241,15270
0.1242,15215
0.1243,15253
0.1244,15383
0.1245,15434
0.1246,15606
0.1247,15680
0.1248,15938
0.1249,15837
0.125,15999
0.1251,16070
0.1252,15942
0.1253,16191
0.1254,16233
0.1255,16183
0.1256,16252
0.1257,16218
0.1258,16477
0.1259,16590
0.126,16538
0.1261,16672
0.1262,16846
0.1263,16793
0.1264,17139
0.1265,17034
0.1266,17257
0.1267,17434
0.1268,17487
0.1269,17592
0.127,17659
0.1271,17553
0.1272,17726
0.1273,17881
0.1274,17781
0.1275,17765
0.1276,18003
0.1277,18417
0.1278,18434
0.1279,18314
0.128,18406
0.1281,18501
0.1282,18580
0.1283,18559
0.1284,18410
0.1285,19057
0.1286,19083
0.1287,19215
0.1288,19042
0.1289,19407
0.129,19114
0.1291,19278
0.1292,19445
0.1293,19450
0.1294,19827
0.1295,19891
0.1296,19984
0.1297,20049
0.1298,20227
0.1299,20226
0.13,20314
0.1301,20304
0.1302,20549
0.1303,20634
0.1304,20826
0.1305,20481
0.1306,20754
0.1307,20958
0.1308,21093
0.1309,21085
0.131,20755
0.1311,21295
0.1312,21462
0.1313,21708
0.1314,21549
0.1315,21689
0.1316,21766
0.1317,21871
0.1318,22162
0.1319,22014
0.132,22334
0.1321,22221
0.1322,22340
0.1323,22615
0.1324,22402
0.1325,22830
0.1326,22898
0.1327,23124
0.1328,23162
0.1329,23272
0.133,23379
0.1331,23626
0.1332,23662
0.1333,23542
0.1334,23831
0.1335,24019
0.1336,23825
0.1337,23953
0.1338,24321
0.1339,24337
0.134,24550
0.1341,24911
0.1342,24471
0.1343,24754
0.1344,24815
0.1345,25027
0.1346,25082
0.1347,25414
0.1348,25566
0.1349,25479
0.135,25778
0.1351,25974
0.1352,26112
0.1353,26106
0.1354,26242
0.1355,26102
0.1356,26158
0.1357,26520
0.1358,26636
0.1359,26792
0.136,26781
0.1361,26772
0.1362,27225
0.1363,27466
0.1364,27543
0.1365,27775
0.1366,27591
0.1367,27723
0.1368,27658
0.1369,28450
0.137,28257
0.1371,28474
0.1372,28737
0.1373,28305
0.1374,28681
0.1375,28675
0.1376,29003
0.1377,29243
0.1378,29253
0.1379,29325
0.138,29672
0.1381,29560
0.1382,29800
0.1383,30192
0.1384,30111
0.1385,30237
0.1386,30489
0.1387,30666
0.1388,30844
0.1389,30599
0.139,31049
0.1391,30959
0.1392,31242
0.1393,31274
0.1394,31657
0.1395,31709
0.1396,31574
0.1397,32069
0.1398,32392
0.1399,32112
0.14,32350
0.1401,32579
0.1402,32844
0.1403,33001
0.1404,33176
0.1405,33211
0.1406,33350
0.1407,33676
0.1408,33611
0.1409,33940
0.141,33913
0.1411,34429
0.1412,34626
0.1413,34494
0.1414,34714
0.1415,34714
0.1416,34830
0.1417,35759
0.1418,35311
0.1419,35371
0.142,35439
0.1421,36085
0.1422,35639
0.1423,36166
0.1424,36361
0.1425,36523
0.1426,36349
0.1427,36829
0.1428,36865
0.1429,37374
0.143,37449
0.1431,37618
0.1432,37389
0.1433,37711
0.1434,37937
0.1435,38286
0.1436,38030
0.1437,38295
0.1438,38943
0.1439,38718
0.144,39275
0.1441,38951
0.1442,39564
0.1443,39226
0.1444,39755
0.1445,40207
0.1446,40004
0.1447,40411
0.1448,40424
0.1449,40958
0.145,40956
0.1451,41170
0.1452,41068
0.1453,41654
0.1454,41507
0.1455,42049
0.1456,41737
0.1457,42341
0.1458,42377
0.1459,42800
0.146,42544
0.1461,43022
0.1462,42846
0.1463,43525
0.1464,43518
0.1465,44027
0.1466,44062
0.1467,44282
0.1468,44892
0.1469,44819
0.147,44924
0.1471,44666
0.1472,44821
0.1473,45928
0.1474,45628
0.1475,45875
0.1476,45722
0.1477,46037
0.1478,46231
0.1479,46758
0.148,46906
0.1481,46930
0.1482,47125
0.1483,47429
0.1484,47453
0.1485,48047
0.1486,48353
0.1487,48292
0.1488,48834
0.1489,48591
0.149,48931
0.1491,49090
0.1492,49328
0.1493,49563
0.1494,49966
0.1495,49948
0.1496,50551
0.1497,50744
0.1498,50853
0.1499,50868
0.15,51455
0.1501,51676
0.1502,51918
0.1503,51925
0.1504,52299
0.1505,52157
0.1506,52641
0.1507,53312
0.1508,53291
0.1509,53607
0.151,53473
0.1511,54051
0.1512,54515
0.1513,54207
0.1514,54479
0.1515,55344
0.1516,55123
0.1517,55078
0.1518,55576
0.1519,56305
0.152,55886
0.1521,56295
0.1522,56406
0.1523,56890
0.1524,56891
0.1525,56904
0.1526,57978
0.1527,57627
0.1528,57851
0.1529,58220
0.153,58988
0.1531,58828
0.1532,59736
0.1533,59068
0.1534,59624
0.1535,59732
0.1536,60092
0.1537,59807
0.1538,60610
0.1539,61123
0.154,61192
0.1541,61611
0.1542,61734
0.1543,62215
0.1544,62184
0.1545,62393
0.1546,62608
0.1547,62947
0.1548,63649
0.1549,63181
0.155,63610
0.1551,64002
0.1552,64400
0.1553,64782
0.1554,64489
0.1555,65361
0.1556,65373
0.1557,65919
0.1558,66202
0.1559,66413
0.156,66618
0.1561,66872
0.1562,67472
0.1563,67735
0.1564,67937
0.1565,68417
0.1566,68428
0.1567,68685
0.1568,68762
0.1569,69981
0.157,69796
0.1571,69302
0.1572,70082
0.1573,70832
0.1574,70707
0.1575,71659
0.1576,70918
0.1577,71805
0.1578,72276
0.1579,71788
0.158,72833
0.1581,72457
0.1582,73002
0.1583,73034
0.1584,73971
0.1585,74361
0.1586,74228
0.1587,74914
0.1588,75240
0.1589,75564
0.159,75778
0.1591,75775
0.1592,76307
0.1593,76814
0.1594,77171
0.1595,77951
0.1596,77625
0.1597,78216
0.1598,77984
0.1599,78927
0.16,79303
0.1601,78934
0.1602,79532
0.1603,80604
0.1604,80083
0.1605,80618
0.1606,80940
0.1607,81188
0.1608,81445
0.1609,81580
0.161,82689
0.1611,82616
0.1612,83762
0.1613,83279
0.1614,84458
0.1615,83916
0.1616,84618
0.1617,84682
0.1618,85578
0.1619,85721
0.162,85726
0.1621,86180
0.1622,86578
0.1623,86439
0.1624,87476
0.1625,87289
0.1626,88254
0.1627,88328
0.1628,88762
0.1629,88627
0.163,89898
0.1631,89738
0.1632,90826
0.1633,90048
0.1634,90674
0.1635,92073
0.1636,91472
0.1637,91972
0.1638,92677
0.1639,92809
0.164,92934
0.1641,93344
0.1642,93983
0.1643,94507
0.1644,94428
0.1645,94922
0.1646,95462
0.1647,95479
0.1648,96874
0.1649,96204
0.165,96263
0.1651,97163
0.1652,97718
0.1653,98414
0.1654,98358
0.1655,98423
0.1656,99392
0.1657,99111
0.1658,99733
0.1659,100762
0.166,100953
0.1661,100809
0.1662,101398
0.1663,101481
0.1664,102380
0.1665,103055
0.1666,102900
0.1667,103146
0.1668,103878
0.1669,104010
0.167,104247
0.1671,105070
0.1672,105088
0.1673,105818
0.1674,106392
0.1675,106899
0.1676,107235
0.1677,107835
0.1678,107746
0.1679,108424
0.168,109230
0.1681,109191
0.1682,109164
0.1683,109611
0.1684,110630
0.1685,111232
0.1686,110972
0.1687,111551
0.1688,112254
0.1689,112234
0.169,112647
0.1691,113837
0.1692,113517
0.1693,114104
0.1694,114190
0.1695,114416
0.1696,115705
0.1697,116539
0.1698,115806
0.1699,116889
0.17,117346
0.1701,117551
0.1702,118228
0.1703,117914
0.1704,118792
0.1705,118824
0.1706,118983
0.1707,120822
0.1708,120651
0.1709,121363
0.171,121662
0.1711,122190
0.1712,123105
0.1713,122361
0.1714,122483
0.1715,124163
0.1716,123909
0.1717,125065
0.1718,125452
0.1719,125326
0.172,125255
0.1721,126373
0.1722,127502
0.1723,127660
0.1724,127294
0.1725,128421
0.1726,128542
0.1727,129120
0.1728,129253
0.1729,129262
0.173,130358
0.1731,130710
0.1732,131230
0.1733,132575
0.1734,131969
0.1735,132446
0.1736,133352
0.1737,133103
0.1738,133758
0.1739,134782
0.174,134689
0.1741,135262
0.1742,136049
0.1743,136338
0.1744,136421
0.1745,136795
0.1746,136939
0.1747,137321
0.1748,139117
0.1749,139347
0.175,139343
0.1751,140387
0.1752,140634
0.1753,141461
0.1754,141561
0.1755,142179
0.1756,141926
0.1757,142923
0.1758,143697
0.1759,143809
0.176,144214
0.1761,145123
0.1762,145026
0.1763,145353
0.1764,146287
0.1765,147117
0.1766,146356
0.1767,147638
0.1768,148031
0.1769,148049
0.177,149011
0.1771,149754
0.1772,149644
0.1773,150014
0.1774,150594
0.1775,151025
0.1776,152067
0.1777,152917
0.1778,152935
0.1779,153215
0.178,153627
0.1781,155071
0.1782,155145
0.1783,155099
0.1784,155750
0.1785,156379
0.1786,156407
0.1787,157861
0.1788,157835
0.1789,158797
0.179,158278
0.1791,159074
0.1792,159501
0.1793,159737
0.1794,159995
0.1795,160297
0.1796,161118
0.1797,162171
0.1798,162298
0.1799,162733
0.18,162518
0.1801,164588
0.1802,164153
0.1803,164237
0.1804,166018
0.1805,165965
0.1806,166117
0.1807,166445
0.1808,167335
0.1809,167674
0.181,168071
0.1811,169168
0.1812,169489
0.1813,169949
0.1814,170522
0.1815,170455
0.1816,170609
0.1817,172324
0.1818,172465
0.1819,172766
0.182,173154
0.1821,173873
0.1822,174109
0.1823,174754
0.1824,174296
0.1825,175058
0.1826,176320
0.1827,176525
0.1828,177011
0.1829,177129
0.183,177531
0.1831,179301
0.1832,178810
0.1833,179530
0.1834,180537
0.1835,179989
0.1836,181709
0.1837,181214
0.1838,181224
0.1839,181905
0.184,182841
0.1841,182734
0.1842,183482
0.1843,184556
0.1844,184512
0.1845,184859
0.1846,185526
0.1847,186899
0.1848,186812
0.1849,186665
0.185,187689
0.1851,187588
0.1852,188712
0.1853,189060
0.1854,189556
0.1855,191215
0.1856,190517
0.1857,191142
0.1858,191964
0.1859,191566
0.186,192303
0.1861,193142
0.1862,193231
0.1863,193353
0.1864,194220
0.1865,195166
0.1866,194873
0.1867,196319
0.1868,196147
0.1869,196695
